// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Vo Industries
STATION;type;Probe Launch Facility
STATION;owner;Bidqa Rondee
STATION;faction;Temple
STATION;material;station_material_Temple.png
STATION;color;.60 , .20 , .80 , 1
STATION;level;9
STATION;icon;vo_industries.png
STATION;filename;sector_101_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;3-8-0-1-7-2-6-1-3-7-2-1-1-1-9-1-8-0
STATION;interior_seed;3-6-30-5
// SERVICES;servicename;bool
SERVICES;lounge;True
SERVICES;market;True
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;True
SERVICES;hangar;True
SERVICES;storage;False
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;True

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;StarLuck Casino;0.05,0.05;24000;Gambling;entertain_casino.png;A weekend package to the local casino for your entire crew, complete with pocket money. 5% Morale Boost, 5% Loyalty Boost
ENTERTAINMENT;Karaoke Night;0.15,0.05;15000;Musical Entertainment;entertain_show.png;Your fleet is treated to a night of karaoke at the local music tavern. 15% Morale , 5% Loyalty bonus.
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;9;0.52;npc_ship_data_(transport_shuttle_1).txt
MERC;9;1.25;npc_ship_data_(recon_cruiser_1).txt
MERC;3;1.28;npc_ship_data_(pirate_carrier_1).txt
MERC;4;0.84;npc_ship_data_(support_utility_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
ITEM;1062;16;0.54;5830.5
ITEM;1022;26;0.51;5830.5
ITEM;1115;24;0.96;5830.5
ITEM;1069;45;0.95;5830.5
ITEM;1008;36;1.17;5830.5
ITEM;1112;37;0.75;5830.5
ITEM;1050;78;1.06;5830.5
ITEM;1124;59;0.73;5830.5
ITEM;1172;19;0.91;5830.5
ITEM;1172;64;0.68;5830.5
ITEM;1478;38;0.59;5830.5
ITEM;1055;64;1.10;5830.5
ITEM;1070;80;0.56;5830.5
ITEM;1163;35;1.00;5830.5
ITEM;1074;34;0.66;5830.5
ITEM;1126;54;0.58;5830.5
ITEM;1407;69;0.93;5830.5
ITEM;1405;24;0.57;5830.5
ITEM;1127;70;1.04;5830.5
ITEM;1475;87;0.76;5830.5
ITEM;1404;25;1.06;5830.5
ITEM;1460;75;1.22;5830.5
ITEM;1009;13;0.96;5830.5
ITEM;1451;35;0.80;5830.5
ITEM;1078;17;0.73;5830.5
ITEM;1023;29;0.63;5830.5
ITEM;1164;14;0.84;37256.63
ITEM;1772;24;0.60;37256.63
ITEM;1623;26;1.07;37256.63
ITEM;1766;73;1.13;37256.63
ITEM;1501;77;0.64;37256.63
ITEM;1622;81;0.87;37256.63
ITEM;1778;88;1.23;37256.63
ITEM;1610;7;0.52;37256.63
ITEM;1630;15;0.84;37256.63
ITEM;1572;25;0.58;37256.63
ITEM;1543;50;0.52;31004.26
ITEM;1612;22;1.11;31004.26
ITEM;1520;84;0.84;31004.26
ITEM;1751;7;0.94;31004.26
ITEM;1619;3;0.82;31004.26
ITEM;1771;77;0.96;10339.82
ITEM;1534;16;1.08;10339.82
ITEM;1554;11;0.62;10339.82
ITEM;1711;78;0.65;10339.82
ITEM;1563;58;1.06;10339.82
ITEM;1602;15;1.19;10339.82
ITEM;1752;63;0.88;10339.82
ITEM;1632;28;0.67;10339.82
ITEM;1613;1;0.83;10339.82
ITEM;1582;21;0.89;35628.67
ITEM;1654;13;0.60;35628.67
ITEM;1765;54;0.56;35628.67
ITEM;1620;42;0.70;35628.67
ITEM;1552;54;0.55;35628.67
ITEM;1540;62;0.80;35628.67
ITEM;1601;7;0.71;35628.67
ITEM;1611;2;0.61;35628.67
ITEM;43;2455;0.68;26.07538
ITEM;2113;2194;0.67;46.05413
ITEM;2111;350;1.13;46.05413
ITEM;2116;1893;0.68;77.83925
ITEM;2117;2492;0.80;241.3125
ITEM;2122;422;0.53;241.3125
ITEM;2129;1366;0.59;81.57137
ITEM;2119;335;1.02;81.57137
ITEM;2123;345;0.98;81.57137
ITEM;76;2879;1.24;233.4063
ITEM;2124;2129;0.59;721.6981
ITEM;61;249;0.94;721.6981
ITEM;60;250;0.69;721.6981
ITEM;52;30;1.15;721.6981
ITEM;2114;1684;0.65;53.02938
ITEM;2128;259;0.98;53.02938
ITEM;42;362;1.12;53.02938
ITEM;70;239;1.17;53.02938
ITEM;75;165;0.89;53.02938
ITEM;2118;264;0.81;53.02938
ITEM;2650;220;0.65;53.02938
ITEM;63;227;0.84;53.02938
ITEM;2130;26;0.99;53.02938
ITEM;2131;230;0.54;53.02938
ITEM;40;98;1.20;53.02938
ITEM;2112;1946;0.81;45.36825
ITEM;2115;234;1.10;45.36825
ITEM;53;60;0.58;45.36825
ITEM;51;279;1.10;45.36825
ITEM;2126;2744;0.84;67.04325
ITEM;77;346;1.02;67.04325
ITEM;2127;2103;1.02;92.66399
ITEM;2121;400;1.20;92.66399
ITEM;62;140;1.05;92.66399
ITEM;2652;247;0.89;92.66399
ITEM;680;17;1.13;92.66399
ITEM;722;95;1.20;92.66399
ITEM;759;24;0.80;92.66399
ITEM;678;64;1.21;92.66399
ITEM;671;172;0.88;92.66399
ITEM;734;58;1.06;92.66399
ITEM;750;60;0.77;92.66399
ITEM;742;38;0.70;79375
ITEM;753;72;0.66;79375
ITEM;710;113;0.95;79375
ITEM;760;167;0.74;79375
ITEM;733;33;0.58;79375
ITEM;745;156;1.02;79375
ITEM;737;49;1.17;631875
ITEM;725;105;1.17;631875
ITEM;736;97;0.90;631875
ITEM;732;174;0.61;10556.25
ITEM;691;49;0.74;25012.5
ITEM;711;126;0.95;25012.5
ITEM;729;173;0.73;12356.25
ITEM;740;97;1.10;12356.25
ITEM;752;23;1.08;12356.25
ITEM;749;79;0.99;12356.25
ITEM;712;107;1.13;183562.5
ITEM;748;106;0.67;183562.5
ITEM;700;80;0.69;183562.5
ITEM;701;78;0.97;5318.75
ITEM;681;161;0.64;5318.75
ITEM;735;36;0.57;5318.75
ITEM;746;139;0.93;46068.75
ITEM;743;29;0.58;46068.75
ITEM;670;86;0.97;127650
ITEM;675;117;0.98;311387.5
ITEM;677;76;0.62;311387.5
ITEM;674;111;0.85;311387.5
ITEM;693;125;1.19;311387.5
ITEM;756;44;0.88;14606.25
ITEM;721;144;0.94;6202.5
ITEM;731;70;1.01;6202.5
ITEM;728;100;0.94;6202.5
ITEM;702;107;0.83;6202.5
ITEM;604;39;1.09;6202.5
ITEM;601;39;0.59;6202.5
ITEM;605;19;1.05;6202.5
ITEM;660;11;0.63;6202.5
ITEM;664;27;1.02;6202.5
ITEM;666;34;0.55;6202.5
ITEM;643;25;0.63;6202.5
ITEM;662;23;1.06;6202.5
ITEM;626;28;0.86;6202.5
ITEM;621;34;1.09;6202.5
ITEM;607;27;1.19;6202.5
ITEM;648;35;0.72;6202.5
ITEM;647;21;0.64;6202.5
ITEM;640;39;0.73;4118.75
ITEM;628;2;1.14;4118.75
ITEM;623;3;0.98;4118.75
ITEM;641;20;0.55;4118.75
ITEM;622;23;1.18;4118.75
ITEM;661;29;0.65;4118.75
ITEM;600;34;0.83;4118.75
ITEM;603;8;0.97;4118.75
ITEM;667;23;1.16;4118.75
ITEM;642;29;0.53;4118.75
ITEM;668;38;1.20;4118.75
ITEM;645;38;0.54;4118.75
ITEM;620;3;1.24;4118.75
ITEM;646;19;1.08;457762.5
ITEM;644;22;1.04;457762.5
ITEM;602;43;1.11;457762.5
ITEM;627;3;0.91;457762.5
ITEM;625;14;0.97;457762.5
ITEM;663;26;0.69;457762.5
ITEM;606;41;0.83;360262.5
ITEM;608;38;0.68;611262.5
ITEM;665;20;0.88;233700
ITEM;312;11;1.00;233700
ITEM;350;22;1.04;233700
ITEM;311;35;0.82;233700
ITEM;403;12;0.79;233700
ITEM;342;74;1.00;233700
ITEM;404;1;0.67;233700
ITEM;320;28;0.60;233700
ITEM;352;14;1.06;233700
ITEM;325;47;1.15;233700
ITEM;300;61;0.51;233700
ITEM;405;86;0.88;233700
ITEM;330;17;1.14;233700
ITEM;343;74;1.24;233700
ITEM;305;33;0.82;233700
ITEM;321;20;0.83;233700
ITEM;353;715;0.95;53.12688
ITEM;407;72;0.65;53.12688
ITEM;406;19;0.53;53.12688
ITEM;323;4;1.18;53.12688
ITEM;304;34;1.16;53.12688
ITEM;333;42;0.84;53.12688
ITEM;322;762;0.98;229.9973
ITEM;332;48;1.12;229.9973
ITEM;303;3;0.97;229.9973
ITEM;341;48;1.07;229.9973
ITEM;340;52;0.76;229.9973
ITEM;331;82;0.68;229.9973
ITEM;301;31;0.52;229.9973
ITEM;408;11;0.61;229.9973
ITEM;302;632;0.83;52.37663
ITEM;324;63;0.75;52.37663
ITEM;310;89;0.77;52.37663
ITEM;313;61;0.66;52.37663
ITEM;351;799;1.24;100.9649
ITEM;21;601;0.71;100.9649
ITEM;1;550;0.52;100.9649
ITEM;23;4817;1.17;884.625
ITEM;9;694;0.82;884.625
ITEM;4;3411;0.54;59.5725
ITEM;27;2715;0.95;9357.219
ITEM;5;732;0.64;9357.219
ITEM;3;728;0.54;9357.219
ITEM;26;536;0.77;9357.219
ITEM;20;3522;0.78;85.62749
ITEM;25;876;0.80;85.62749
ITEM;22;536;0.65;85.62749
ITEM;7;686;1.10;85.62749
ITEM;24;4662;1.23;2197.425
ITEM;2;285;1.09;2197.425
ITEM;11;110;0.57;2197.425
ITEM;6;668;0.61;2197.425
ITEM;8;5097;0.84;560.25
ITEM;28;592;0.58;560.25
ITEM;104;1258;0.89;560.25
ITEM;116;230;0.97;560.25
ITEM;109;168;0.61;560.25
ITEM;111;815;0.95;560.25
ITEM;101;1070;0.68;560.25
ITEM;115;1276;0.64;560.25
ITEM;108;163;0.75;560.25
ITEM;107;1455;0.55;6.888125
ITEM;100;966;0.58;6.888125
ITEM;106;1129;1.03;6.888125
ITEM;123;174;0.61;6.888125
ITEM;103;1347;0.67;6.888125
ITEM;105;696;0.98;6.888125
ITEM;113;116;0.72;6.888125
ITEM;124;846;1.06;6.888125
ITEM;114;856;1.14;6.888125
ITEM;121;468;0.89;6.888125
ITEM;112;534;0.73;23.065
ITEM;118;933;1.06;23.065
ITEM;119;1210;0.82;23.065
ITEM;110;733;0.96;23.065
ITEM;102;702;1.02;23.065
ITEM;2000;1283;0.88;23.065
ITEM;117;621;1.19;23.065
ITEM;166;681;0.83;23.065
ITEM;2025;213;1.17;23.065
ITEM;201;101;1.18;23.065
ITEM;167;621;1.00;94.71875
ITEM;2007;711;1.01;94.71875
