// STATION DATA (Astrox Imperium) 
// STATION;variable;value
STATION;id;0
STATION;name;Dreamstar
STATION;type;Enterprise Hub
STATION;owner;Meate Peifeife
STATION;faction;Alpha
STATION;material;station_material_Alpha.png
STATION;color;1 , .46, .19, 1
STATION;level;6
STATION;icon;ad_image_1.png
STATION;filename;sector_18_station_0.txt
STATION;max_hp;25000
STATION;dockfee;100
STATION;lease;1
STATION;seed;4-5-1-1-7-3-8-1-6-6-3-0-1-3-3-2-2-0-5-9-3-5-0
STATION;interior_seed;5-5-30-6
// SERVICES;servicename;bool
SERVICES;lounge;False
SERVICES;market;False
SERVICES;refinery;False
SERVICES;garage;True
SERVICES;university;False
SERVICES;hangar;False
SERVICES;storage;False
SERVICES;fabricator;True
SERVICES;contracts;True
SERVICES;admin;False

// ENTERTAINMENT;title;bonus morale, bonus loyalty;price;type;image;description
ENTERTAINMENT;Bottle of Whiskey;0.025,0.0;850;Whiskey;entertain_bar.png;Purchase a bottle of whiskey for each of your fleet members. 2.5% Morale bonus.
ENTERTAINMENT;Spa Treatment;0.15,0.0;18500;Rest and Relaxation;entertain_spa.png;Send your crew to the spa, let them rest and relax for awhile. 15% Morale Boost.
ENTERTAINMENT;Evening of Drinks;0.05,0.0;1500;Alcholic Drinks;entertain_bar.png;Pick up the tab for an evening of drinks for your crew, they earned it. 5% Morale Boost.
// MERC;level;Price_modifier;Ship_filename
<MERC>
MERC;5;1.92;npc_ship_data_(battle_utility_1).txt
MERC;9;0.68;npc_ship_data_(recon_cruiser_1).txt
MERC;7;1.56;npc_ship_data_(transport_escort_1).txt
</MERC>
// MARKET;Item_id;Qty;Price_modifier
<MARKET>
ITEM;1070;11;1.19;0
ITEM;1008;32;0.62;0
ITEM;1069;8;0.61;0
ITEM;1173;23;0.78;19546
ITEM;1007;13;0.66;19546
ITEM;1124;47;0.60;19546
ITEM;1202;26;0.56;22098.75
ITEM;1475;30;0.96;22098.75
ITEM;1065;29;0.80;22098.75
ITEM;1113;29;0.62;4299.75
ITEM;1015;8;0.69;4299.75
ITEM;1201;56;0.95;4299.75
ITEM;1152;6;0.98;4299.75
ITEM;1153;50;1.04;4299.75
ITEM;1451;36;1.01;4299.75
ITEM;1121;15;1.17;4299.75
ITEM;1027;35;1.18;4299.75
ITEM;1050;2;0.64;4299.75
ITEM;1123;22;0.63;4299.75
ITEM;1003;31;0.89;4299.75
ITEM;1019;44;0.80;4299.75
ITEM;1013;31;0.62;4299.75
ITEM;1471;46;0.78;657150
ITEM;1112;34;0.58;657150
ITEM;1500;51;0.78;657150
ITEM;1520;58;1.22;1606.459
ITEM;1710;13;1.01;1606.459
ITEM;1501;44;0.63;1606.459
ITEM;1543;54;0.64;1606.459
ITEM;1620;31;1.10;1606.459
ITEM;1611;12;0.52;1705.968
ITEM;1544;2;0.98;1705.968
ITEM;1621;25;0.98;1705.968
ITEM;1531;51;0.94;1705.968
ITEM;1624;14;0.75;1705.968
ITEM;1775;40;1.10;11406.92
ITEM;1781;26;0.53;11406.92
ITEM;1762;56;0.96;11406.92
ITEM;1591;9;0.93;11406.92
ITEM;1615;43;0.70;11406.92
ITEM;1541;33;1.23;11406.92
ITEM;1780;18;1.23;11406.92
ITEM;1523;33;0.72;29762.23
ITEM;1778;23;0.80;29762.23
ITEM;1650;57;0.75;5181.638
